,bd5,"When autorun is enabled, you will automatically use your core at the start of each turn","Když je povol AUTORUN, automaticky použijete své jádro na začátku každého kola", WARNING: AUTO-TRANSLATION #####################################################
hud,h1,floor,podlaží,
,h2,experience,zkušenosti,
,h3,max level,max level,
,h4,level,úroveň, WARNING: AUTO-TRANSLATION #####################################################
status effects,se1,Poison,Jed,
,se1d,Will take /x damage at the end of turn,Dostane /x poškození na začátku kola, WARNING: ENGLISH TEXT CHANGED #####################################################
,se2,Regen,Regenerace,
,se2d,Will recover  /x health at start of turn,Obnoví /x zdraví na začátku kola,
,se3,Spikes,Ostny,
,se3d,Will deal /x damage if attacked,Útočníkovi je způsobeno /x poškození,
,se4,Haste,Spěch,
,se4d,Will add /x additional block when blocking,Přidá /x bloku navíc do blokování,
,se5,Slow,Pomalost,
,se5d,Will reduce block by /x when blocking,Sníží blok o /x při blokování,
,se6,Rage,Hněv,
,se6d,Will add /x damage when attacking,Přidá /x poškození při útoku, WARNING: ENGLISH TEXT CHANGED #####################################################
,se7,Weak,Slabost,
,se7d,Will reduce /x damage when attacking,Sníži poškození o /x při útoku, WARNING: ENGLISH TEXT CHANGED #####################################################
,se8,Dodge,Úhyb,
,se8d,The next /x attacks will do no damage,Dalších /x útoků nezpůsobí poškození,
,se9,Frozen,Zmrzlý,
,se9d,/Will take no action for /x turns,/Nebude nic dělat po /x kol,
,se10,Burn,Hoření,
,se10d,Will take /x damage at start of turn. This can be blocked,Dostane /x poškození na začátku kola. Může být blokováno,může být vyblokováno
,se11,Tough Hide,Těžký skrýt, WARNING: AUTO-TRANSLATION #####################################################
,se11d,Damage from projectiles is reduced by /x%,Poškození od projektilů je sníženo o /x%, WARNING: AUTO-TRANSLATION #####################################################
Card Descriptors,Energy,Energy,Energie, WARNING: AUTO-TRANSLATION #####################################################
,Energyd,Energy is a resource you gain each turn. You need to end your turn to get more,"Energie je zdroj, který získáváte v každém tahu. Chcete-li získat více, musíte svůj tah ukončit", WARNING: AUTO-TRANSLATION #####################################################
,Enemy,Enemy,Nepřítel, WARNING: AUTO-TRANSLATION #####################################################
,Enemyd,The currently selected enemy. You can target any enemy,Aktuálně vybraný nepřítel. Můžete se zaměřit na jakéhokoli nepřítele, WARNING: AUTO-TRANSLATION #####################################################
,all enemies,all enemies,všichni nepřátelé, WARNING: AUTO-TRANSLATION #####################################################
,all enemiesd,All the current enemies - regardless of your target,Všichni současní nepřátelé – bez ohledu na váš cíl, WARNING: AUTO-TRANSLATION #####################################################
,Damage,Damage,Poškození, WARNING: AUTO-TRANSLATION #####################################################
,Block,Block,Blok, WARNING: AUTO-TRANSLATION #####################################################
,Blockd,"When hit, most attacks decrease block instead of HP. Block resets each turn",Při zásahu většina útoků snižuje blok místo HP. Blok se resetuje každé kolo, WARNING: AUTO-TRANSLATION #####################################################
,HP,HP,HP, WARNING: AUTO-TRANSLATION #####################################################
,HPd,"If HP is 0, you will die","Pokud je HP 0, zemřete", WARNING: AUTO-TRANSLATION #####################################################
,Luck,Luck,štěstí, WARNING: AUTO-TRANSLATION #####################################################
,Luckd,Luck increases your chances of finding rare items. It stacks!,Štěstí zvyšuje vaše šance na nalezení vzácných předmětů. Skládá se!, WARNING: AUTO-TRANSLATION #####################################################
,discarded,discarded,vyřazeno, WARNING: AUTO-TRANSLATION #####################################################
,discardedd,Discarded carvings can be drawn again later this combat,Odhozené rytiny lze později v tomto boji znovu nakreslit, WARNING: AUTO-TRANSLATION #####################################################
,Banished,Banished,Vyhnáni, WARNING: AUTO-TRANSLATION #####################################################
,Banishedd,Banished carvings are removed for the rest of this combat,Vyhoštěné rytiny jsou po zbytek tohoto boje odstraněny, WARNING: AUTO-TRANSLATION #####################################################
,Disabled,Disabled,Zakázáno, WARNING: AUTO-TRANSLATION #####################################################
,Disabledd,Items have no effects while disabled,"Položky nemají žádné efekty, když jsou deaktivovány", WARNING: AUTO-TRANSLATION #####################################################
,Mana,Mana,Mana, WARNING: AUTO-TRANSLATION #####################################################
,Manad,Mana can be used in some items instead of energy. To use mana the item must be adjacent to a manastone or connected through conductive items,"Mana může být použita v některých předmětech místo energie. Chcete-li použít manu, musí předmět sousedit s manastonem nebo musí být propojen vodivými předměty", WARNING: AUTO-TRANSLATION #####################################################
Store,Cost,Cost,Stojí,
,onSale,On Sale,Ve slevě,
Rarities,common,common,běžný,
,uncommon,uncommon,pozoruhodný,
,rare,rare,vzácný,
,legendary,legendary,legendární,
Types,weapon,Weapon,Zbraň,
,Armor,Armor,Brnění,
,Shield,Shield,Štít,
,Accessory,Accessory,Příslušenství,
,Bow,Bow,Luk,
,Arrow,Arrow,Šíp,
,Consumable,Consumable,Spotřebitelný,
,Gold,Gold,Mince,
,Manastone,Manastone,Kámen Many,
,Key,Key,Klíč,
,Curse,Curse,Kletba,
,Ingredient,Ingredient,Ingredience,
,Wand,Wand,Hůlka,
,Book,Book,Kniha,
,Cleaver,Cleaver,Sekáček,
,Clothing,Clothing,Oblečení,
,Helmet,Helmet,Helma,
,Footwear,Footwear,Boty,
,Fish,Fish,Ryba,
,Relic,Relic,Relikvie,
,Glove,Glove,Rukavice,
,Magic,Magic,Magický,
,Gem,Gem,Drahokam,
,Structure,Structure,Stavba,remaining times that an item can be used
,Ring,Ring,Prsten,
,Rune,Rune,Runa,
,Carving,Carving,Řezba, WARNING: AUTO-TRANSLATION #####################################################
,Component,Component,Součástka, WARNING: AUTO-TRANSLATION #####################################################
,Potion,Potion,Lektvar, WARNING: AUTO-TRANSLATION #####################################################
Limits,ul,use,použít,
,ulp,uses,používá,
,ul1,1 use,1 použití,
,ul2,/x uses,/x použití,
,ul3,Can be used 1 time each turn,Může být použito 1 každé kolo,
,ul4,Can be used /x times each turn,Může být použito /x krát každé kolo,
,ul5,Can be used 1 time this turn,Může být použito 1 toto kolo,
,ul6,Can be used /x times this turn,Může být použito/x krát toto kolo,
,ul7,Can be used 1 time each combat,Může být použito 1 každý souboj,
,ul8,Can be used /x times each combat,Může být použito /x krát každý souboj,
,ul9,Can be used 1 time this combat,Může být použito 1 tento souboj,
,ul10,Can be used /x times this combat,Může být použito /x krát tento souboj,
,t1,On use,Při použití,
,t1c,On Summon,Na přivolání, WARNING: AUTO-TRANSLATION #####################################################
triggers,t2,When destroyed,Při zničení,
,t3,When added,Při přidání,
,t4,When removed,Při odstranění,
,t5,Each turn,Každé kolo,
,t6,When your turn ends,Když skončí tvé kolo,
,t7,Each combat,Každý souboj,
,t8,When combat ends,Když skončí souboj,
,t9,On kill,Při zabití,
,t10,On kill (non summon),Při zabití (nevyvolaných),
,t11,When rotated,Při otočení,
,t12,When out of uses,Když dojdou použití,
,t13,When used,Při použití,
,t14,When selected,Při vybrání,
,t15,On take damage,Když utrpíš poškození,
,t15b,When attacked,Při napadení, WARNING: AUTO-TRANSLATION #####################################################
,t16,When this moves,Když se tohle pohne,
,t17,When this finishes moving,Když se tohle přestane hýbat,
,t18,When moved in combat,Když se tohle pohne v souboji,
,t19,On Scratch,Při Poškrápání,
,t20,For each empty space [to the right],Za každé prázdné pole [doprava],
,t21,For each empty space [below],Za každé prázdné pole [dolu],
,t22,For each empty space [to the left],Za každé prázdné pole [doleva],
,t23,For each empty space [above],Za každé prázdné pole [nahoru],
,t24,For each adjacent structure,Za každou přilehlou Stavbu,
,t25,For each adjacent or diagonal structure,za kazdou přilehlou a diagonální stavbu,
,t26,When armor or a shield is present,Když je přítomna Zbroj nebo Štít,
,t26b,For each armor or shield,Za každé brnění nebo štít, WARNING: AUTO-TRANSLATION #####################################################
,t27,For each space below,Za každé pole dolu,
,t28,When an item in this column is destroyed,Když je předmět v tomto sloupci zničen,
,t29,When an adjacent item is destroyed,Když je přilehlý předmět zničen,
,t29b,When an adjacent or diagonal item is destroyed,Když je přilehlý nebo diagonální předmět zničen,
,t30,For each space above this,Za každé pole nahoru,
,t30b,"If this is not in the top row,","Pokud toto není v horním řádku,", WARNING: AUTO-TRANSLATION #####################################################
,t31,When an adjacent weapon is used,Když je přilehlá zbraň použita,
,t32,If there is an item two spaces away,Když je předmět dvě pole daleko,
,t33,For each adjacent or diagonal Curse,Za každou přilehlou a diagonální Kletbu:,
,t33b,For each adjacent Curse,Za každou sousední kletbu, WARNING: AUTO-TRANSLATION #####################################################
,t34,When a Wand kills an enemy,Když dokončíš nepřítele Hůlkou,
,t35,If there is an adjacent weapon,Pokud je přilehlá zbraň,
,t36,For each connected Manastone,Za každý připojený Kámen Many,
,t37,For each adjacent curse,Za každou přilehlou Kletbu,
,t38,For each adjacent or diagonal Fish,Za každou přilehlou a diagonální Rybu,
,t39,When an arrow (to the right) kills a non-summon enemy,Když šíp (napravo) zabije nevyvolaného nepřítele,
,t40,When an arrow (below) kills a non-summon enemy,Když šíp (pod) zabije nevyvolaného nepřítele,
,t41,When an arrow (to the left) kills a non-summon enemy,Když šíp (nalevo) zabije nevyvolaného nepřítele,
,t42,When an arrow (above) kills a non-summon enemy,Když šíp (nad) zabije nevyvolaného nepřítele,
,t43,When an arrow [to the right] kills an enemy,Když šíp [napravo] zabije nepřítele,
,t44,When an arrow [below] kills an enemy,Když šíp [pod] zabije nepřítele,
,t45,When an arrow [to the left] kills an enemy,Když šíp [nalevo] zabije nepřítele,
,t46,When an arrow [above] kills an enemy,Když šíp [nad] zabije nepřítele,
,t47,If there is a space above this,Když je nad tímto pole,
,t48,For each adjacent or diagonal key,Za každý přilehlý a diagonální klíč,
,t49,If there is a space above this,Když je nad tímto pole,
,t50,For each space above this,Za každé pole nad tímto předmětem,
,t51,For each space to the right,Za každé pole napravo od tohoto předmětu,
,t52,For each space to the left,Za každé pole nalevo od tohoto předmětu,
,t53,For each adjacent item,Za každý přilehlý předmět,
,t53s,If there is an adjacent item,Pokud je jakýkoliv přemět přilehlý tomuto,
,t54,For each adjacent empty space,Za každé přilehlé volné pole,
,t55,For each adjacent item,Za každý přilehlý předmět,
,t56,When a weapon is used,Když je použita Zbraň,
,t57,For each adjacent or diagonal consumable,Za každý přielhlý a diagonální spotřebitelný předmět,
,t58,Each turn for each adjacent gem,Každé kolo za každý přilehlý drahokam,za každý přilehlý drahokam
,t59,When a weapon kills an enemy,Když Zbraň zabije nepřítele,
,t60,When an adjacent weapon is used,Když je přilehlá zbraň použita,
,t61,When an adjacent or diagonal item is present,Když je přítomen přilehlý nebo diagonální předmět,
,t62,For each adjacent accessory,Za každé přilehlé příslušenství,
,t63,For each adjacent gem,Za každý přilehlý drakoman,
,t64,If adjacent to any item,Když je přilehlý k jinému předmětu,
,t65,If adjacent or diagonal to any item,Když je přilehlý nebo diagonální k jinému předmětu,
,t66,If adjacent or diagonal to armor or a shield,Když je přilehlý nebo diagonální k Brnění či Štítu,
,t67,When a diagonal shield is used,Když je použit diagonální Štít,
,t68,For each adjacent or diagonal ring,Za každý přilehlý a diagonální Prsten,
,t69,For each adjacent or diagonal curse,Za každou přilehlou a diagonální Kletbu,
,t70,If you have any armor,Pokud máš jakékoliv brnění,
,t71,When an adjacent or diagonal manastone is destroyed,Když je přilehlý nebo diagonální kámen many zničen,
,t72v,For each consumable in this row,Za každý spotřebitelný předmět v tomto řádku, WARNING: AUTO-TRANSLATION #####################################################
,t73,When a shield is used,Pro každý kámen many v této řadě, WARNING: AUTO-TRANSLATION ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,tc1,On play,Při zahrání, WARNING: AUTO-TRANSLATION #####################################################
,tc2,When any carving is summoned,Když je zahrána jakákoliv Řezba, WARNING: AUTO-TRANSLATION ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,t73,For each manastone in this row,Pro každý kámen many v této řadě, WARNING: AUTO-TRANSLATION ##################################################### WARNING: ENGLISH TEXT CHANGED ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,t74,For each adjacent consumable,Pro každý přilehlý spotřebitelný předmět, WARNING: AUTO-TRANSLATION #####################################################
,t75,For each adjacent fish,Pro každou přilehlou rybu, WARNING: AUTO-TRANSLATION #####################################################
,t76,For each empty space to the right,Za každé prázdné místo napravo, WARNING: AUTO-TRANSLATION #####################################################
,t77,For each empty space in this column,Za každé prázdné místo v tomto sloupci, WARNING: AUTO-TRANSLATION #####################################################
,t78,For each manastone above this,Za každý kámen many nad tímto, WARNING: AUTO-TRANSLATION #####################################################
,t79,For each carving in your discard,Za každou vyhozenou  Řezbu, WARNING: AUTO-TRANSLATION #####################################################
,t80,When a carving is used,Když je použita Řezba, WARNING: AUTO-TRANSLATION #####################################################
,t81a,For each item along a diagonal line,Za každý předmět po diagonále, WARNING: AUTO-TRANSLATION #####################################################
,t81,If there is an item along a diagonal line,Pokud je předmět po diagonále, WARNING: AUTO-TRANSLATION #####################################################
,t82,When an adjacent carving is used,Když je použijta přilehlá Řezba, WARNING: AUTO-TRANSLATION #####################################################
,t83,When an adjacent shield is used,Když je použit přilehlý Štít, WARNING: AUTO-TRANSLATION #####################################################
,t84,For each space a charge has traveled before using this item,Za každé pole které náboj urazil před použitím tohoto předmětu, WARNING: AUTO-TRANSLATION #####################################################
,t85,When an adjacent item kills a non-summon enemy,"Když sousední předmět zabije nepřítele, který není vyvolán", WARNING: AUTO-TRANSLATION #####################################################
,t86,For each adjacent carving,Pro každou sousední řezbu, WARNING: AUTO-TRANSLATION #####################################################
,t87,When a carving is summoned,Když je přivolána řezba, WARNING: AUTO-TRANSLATION #####################################################
,t88,When an adjacent consumable is used,Když je použit sousední spotřební materiál, WARNING: AUTO-TRANSLATION #####################################################
,t89,On death,Na smrt, WARNING: AUTO-TRANSLATION #####################################################
,t90,When an item is used,Když je položka použita, WARNING: AUTO-TRANSLATION #####################################################
,t91,When a shield is used,Při použití štítu, WARNING: AUTO-TRANSLATION #####################################################
,,,,
effects,e1,Deals /x damage,Způsobí /x poškození,
,e2,Hurts! Deals /x damage to self,Au! Způsobí /x poškození tobě,
,e3,Deals /x damage to all enemies,Způsobí /x poškození všem nepřátelům,
,e4,Deals /x vampirism ,Vysaje /x zdraví, WARNING: ENGLISH TEXT CHANGED #####################################################
,e5,Deals /x vampirism to all enemies,Vysaje /x zdraví ze všech nepřátel,
,e6,Removes /x% of all block on self,Odstraní /x% všeho bloku na tobě,
,e7,Multiplies current block by /x%,Znásobí tvůj block /x%,
,e8,Adds /x block,Přídá /x do bloku,
,e9,Adds /x block to enemy,Přidá /x do bloku nepřítele,
,e10,Adds /x block to all enemies,Přidá /x do bloku všem nepřátelům,
,e11,Removes /x block,Odstraní /x z bloku,
,e12,Removes /x block from enemy,Odstraní /x z bloku nepřítele,
,e13,Removes /x block from all enemies,Odstraní /x z bloku všech nepřátel,
,e14,Heals /x HP,Vyléči /x zdraví,
,e15,Enemy heals /x HP,Vyléčí nepříteli /x zdraví,
,e16,All enemies heal /x HP,Vyléči všem nepřátelům /x zdraví,
,e17,Lose /x HP,Ztratíš /x zdraví,
,e18,Enemy loses /x HP,Nepřítel ztratí /x zdraví,
,e19,All enemies lose /x HP,Všichni nepřátelé ztratí /x zdraví,
,e20,Adds /x energy,Přidá /x energie,
,e20d,Removes /x energy,Removes /x energy,
,e21,Adds /x Max HP,Přidá /x maximálního zdraví,
,e21b,Removes /x Max HP,Odebere /x maximálního zdraví, WARNING: AUTO-TRANSLATION #####################################################
,e22,Adds /x Mana to connected Mana network,Adds /x Many do připojené sítě Many,
,e22b,Removes /x Mana from connected Mana network,Odebere /x Mana z připojené Mana sítě, WARNING: AUTO-TRANSLATION #####################################################
,e23,Adds Luck,Přidá Štěstí,
,e24,Adds Great Luck,Přidá Hodně Štěstí,
,e25,Multiplies all status effects on self by /x%,Znásobí všechny efekty na tobě o /x%,
,e26,Multiplies all status effects on enemy by /x%,Znásobí všechny efekty na nepříteli o /x%,
,e27,Multiplies all status effects on all enemies by /x%,Znásobí všechny efekty na všech nepřátelích o /x%,
,e28,Removes /x% of all status effects on self,Odstraní /x% všech efektů na tobě,
,e29,Removes /x% of all status effects on enemy,Odstraní /x% všech efektů na nepříteli,
,e29b,Removes /x from all status effects on enemy,Odebere /x ze všech efektů nepřítele, WARNING: AUTO-TRANSLATION #####################################################
,e29c,Removes /x from all status effects on all enemies,Odebere /x ze všech efektů všech nepřátel, WARNING: AUTO-TRANSLATION #####################################################
,e29e,Removes /x from all status effects on everyone,Odebere /x ze všech efektů stavu na každého, WARNING: AUTO-TRANSLATION #####################################################
,e30,Removes /x% of all status effects on all enemies,Odstraní /x% všech efektů na všech nepřátelích,
,e31,Adds /x poison to self,Přidá /x Jedu sobě,
,e32,Adds /x regen to self,Přidá /x Regenerace sobě,
,e33,Adds /x spikes to self,Přidá /x Ostnů sobě,
,e34,Adds /x haste to self,Přidá /x Spěchu sobě,
,e35,Adds /x slow to self,Přidá /x Pomalosti sobě,
,e36,Adds /x rage to self,Přidá /x Hněvu sobě,
,e37,Adds /x weak to self,Přidá /x Slabosti sobě,
,e38,Adds /x dodge to self,Přidá /x Úhybu sobě,
,e39,Adds /x poison to enemy,Přidá /x Jedu nepříteli,
,e40,Adds /x regen to enemy,Přidá /x Regenerace nepříteli,
,e41,Adds /x spikes to enemy,Přidá /x Ostnů nepříteli,
,e42,Adds /x haste to enemy,Přidá /x Spěchu nepříteli,
,e43,Adds /x slow to enemy,Přidá /x Pomalosti nepříteli,
,e44,Adds /x rage to enemy,Přidá /x Hněvu nepříteli,
,e45,Adds /x weak to enemy,Přidá /x Slabosti nepříteli,
,e46,Adds /x dodge to enemy,Přidá /x Úhybu nepříteli,
,e46b,Adds /x burn to enemy,Přidá /x Hoření k nepříteli, WARNING: AUTO-TRANSLATION #####################################################
,e47,Adds /x poison to all enemies,Přidá /x Jedu všem nepřátelům,
,e48,Adds /x regen to all enemies,Přidá /x Regenerace všem nepřátelům,
,e49,Adds /x spikes to all enemies,Přidá /x Ostnů všem nepřátelům,
,e50,Adds /x haste to all enemies,Přidá /x Spěchu všem nepřátelům,
,e51,Adds /x slow to all enemies,Přidá /x Pomalosti všem nepřátelům,
,e52,Adds /x rage to all enemies,Přidá /x Hněvu všem nepřátelům,
,e53,Adds /x weak to all enemies,Přidá /x Slabosti všem nepřátelům,
,e54,Adds /x dodge to all enemies,Přidá /x Úhybu všem nepřátelům,
,e54b,Adds /x burn to all enemies,Přidá /x Hoření všem nepřátelům, WARNING: AUTO-TRANSLATION #####################################################
,e55,Removes /x poison from self,Odstraní /x Jedu ze sebe,
,e56,Removes /x regen from self,Odstraní /x Regenerace ze sebe,
,e57,Removes /x spikes from self,Odstraní /x Ostnů ze sebe,
,e58,Removes /x haste from self,Odstraní /x Spěchu ze sebe,
,e59,Removes /x slow from self,Odstraní /x Pomalosti ze sebe,
,e60,Removes /x rage from self,Odstraní /x Hněvu ze sebe,
,e61,Removes /x weak from self,Odstraní /x Slabosti ze sebe,
,e62,Removes /x dodge from self,Odstraní /x Úhybu ze sebe,
,e63,Removes /x poison from enemy,Odstraní /x Jedu z nepřítele,
,e64,Removes /x regen from enemy,Odstraní /x Regenerace z nepřítele,
,e65,Removes /x spikes from enemy,Odstraní /x Ostnů z nepřítele,
,e66,Removes /x haste from enemy,Odstraní /x Spěchu z nepřítele,
,e67,Removes /x slow from enemy,Odstraní /x Pomalosti z nepřítele,
,e68,Removes /x rage from enemy,Odstraní /x Hněvu z nepřítele,
,e69,Removes /x weak from enemy,Odstraní /x Slabosti z nepřítele,
,e70,Removes /x dodge from enemy,Odstraní /x Úhybu z nepřítele,
,e71,Removes /x poison from all enemies,Odstraní /x Jedu ze všech nepřátel,
,e72,Removes /x regen from all enemies,Odstraní /x Regenerace ze všech nepřátel,
,e73,Removes /x spikes from all enemies,Odstraní /x Ostnů ze všech nepřátel,
,e74,Removes /x haste from all enemies,Odstraní /x Spěchu ze všech nepřátel,
,e75,Removes /x slow from all enemies,Odstraní /x Pomalosti ze všech nepřátel,
,e76,Removes /x rage from all enemies,Odstraní /x Hněvu ze všech nepřátel,
,e77,Removes /x weak from all enemies,Odstraní /x Slabosti ze všech nepřátel,
,e78,Removes /x dodge from all enemies,Odstraní /x Úhybu ze všech nepřátel,
,e79,Multiplies poison on self by /x%,Znásobí sobě Jed o /x%,
,e80,Multiplies regen on self by /x%,Znásobí sobě Regeneraci o /x%,
,e81,Multiplies spikes on self by /x%,Znásobí sobě Ostny o /x%,
,e82,Multiplies haste to self by /x%,Znásobí sobě Spěch o /x%,
,e83,Multiplies slow to self by /x%,Znásobí sobě Pomalost o /x%,
,e84,Multiplies rage to self by /x%,Znásobí sobě Hněv o /x%,
,e85,Multiplies weak to self by /x%,Znásobí sobě Slabost o /x%,
,e86,Multiplies dodge to self by /x%,Znásobí sobě Úhyb o /x%,
,e87,Multiplies poison to enemy by /x%,Znásobí nepříteli Jed o /x%,
,e88,Multiplies regen to enemy by /x%,Znásobí nepříteli Regeneraci o /x%,
,e89,Multiplies spikes to enemy by /x%,Znásobí nepříteli Ostny o /x%,
,e90,Multiplies haste to enemy by /x%,Znásobí nepříteli Spěch o /x%,
,e91,Multiplies slow to enemy by /x%,Znásobí nepříteli Pomalost o /x%,
,e92,Multiplies rage to enemy by /x%,Znásobí nepříteli Hněv o /x%,
,e93,Multiplies weak to enemy by /x%,Znásobí nepříteli Slabost o /x%,
,e94,Multiplies dodge to enemy by /x%,Znásobí nepříteli Úhyb o /x%,
,e95,Multiplies poison to all enemeies by /x%,Znásobí Jed o /x% všem nepřátelům,
,e96,Multiplies regen to all enemies by /x%,Znásobí Regeneraci o /x% všem nepřátelům,
,e97,Multiplies spikes to all enemies by /x%,Znásobí Ostny o /x% všem nepřátelům,
,e98,Multiplies haste to all enemies by /x%,Znásobí Spěch o /x% všem nepřátelům,
,e99,Multiplies slow to all enemies by /x%,Znásobí Pomalost o /x% všem nepřátelům,
,e100,Multiplies rage to all enemies by /x%,Znásobí Hněv o /x% všem nepřátelům,
,e101,Multiplies weak to all enemies by /x%,Znásobí Slabost o /x% všem nepřátelům,
,e102,Multiplies dodge to all enemies by /x%,Znásobí Úhyb o /x% všem nepřátelům,
,e103,Removes /x% poison from self,Odstraní /x% Jedu ze sebe,
,e104,Removes /x% regen from self,Odstraní /x% Regenerace ze sebe,
,e105,Removes /x% spikes from self,Odstraní /x% Ostnů ze sebe,
,e106,Removes /x% haste from self,Odstraní /x% Spěchu ze sebe,
,e107,Removes /x% slow from self,Odstraní /x% Pomalosti ze sebe,
,e108,Removes /x% rage from self,Odstraní /x% Hněvu ze sebe,
,e109,Removes /x% weak from self,Odstraní /x% Slabosti ze sebe,
,e110,Removes /x% dodge from self,Odstraní /x% Úhybu ze sebe,
,e111,Removes /x% poison from enemy,Odstraní /x% Jedu z nepřítele,
,e112,Removes /x% regen from enemy,Odstraní /x% Regenerace z nepřítele,
,e113,Removes /x% spikes from enemy,Odstraní /x% Ostnů z nepřítele,
,e114,Removes /x% haste from enemy,Odstraní /x% Spěchu z nepřítele,
,e115,Removes /x% slow from enemy,Odstraní /x% Zpomalení z nepřítele,
,e116,Removes /x% rage from enemy,Odstraní /x% Hněvu z nepřítele,
,e117,Removes /x% weak from enemy,Odstraní /x% Slabosti z nepřítele,
,e118,Removes /x% dodge from enemy,Odstraní /x% Úhybu z nepřítele,
,e119,Removes /x% poison from all enemies,Odstraní /x% Jedu ze všech nepřátel,
,e120,Removes /x% regen from all enemies,Odstraní /x% Regenerace ze všech nepřátel,
,e121,Removes /x% spikes from all enemies,Odstraní /x% Ostnů ze všech nepřátel,
,e122,Removes /x% haste from all enemies,Odstraní /x% Spěchu ze všech nepřátel,
,e123,Removes /x% slow from all enemies,Odstraní /x% Zpomalení ze všech nepřátel,
,e124,Removes /x% rage from all enemies,Odstraní /x% Hněvu ze všech nepřátel,
,e125,Removes /x% weak from all enemies,Odstraní /x% Slabosti ze všech nepřátel,
,e126,Removes /x% dodge from all enemies,Odstraní /x% Úhybu ze všech nepřátel,
,e127,Adds /x damage to Scratch,Přidá /x poškození poškrábání,
,e128,Draw /x carvings,Lízni si /x Řezbu, WARNING: AUTO-TRANSLATION #####################################################
,e129,Adds /x tough hide to enemy,Přidá /x hrubé skrytí nepříteli, WARNING: AUTO-TRANSLATION ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,,,,
create effects,ceg,Creates /x gold,Vytvoří /x mincí,
,cec,Creates a curse,Vytvořík Kletbu,
,ce1,Creates an Ethereal Arrow in this column,Vytvoří Věčný Šíp v tomto sloupci,
,ce2,Creates an Ethereal Shiv in this row,Vytvoří Věčnou Dýku v této řadě,
,ce3,Creates Ethereal Energy in this column,Vytvoří Věčnou Energii v tomto sloupci,
,ce4,Creates a fish in an adjacent space,Vytvoří Rybu na přilehlém poli,
,ce5,Creates any item,Vytvoří náhodný předmět,
,ce6,Creates /x gold,Vytvoří /x mincí,
,ce7,Creates a drink in this row,Vytvoří nápoj v této řadě,
,ce8,Creates a potion in this row,Vytvoří Lektvar v této řadě,
,ce9,Creates an herb in this row,Vytvoří Bylinu v této řadě,
,ce10,Creates a gem,Vtvoří drahokam,
,ce11,Another Slime Sword will be created at the end of combat,Další Sliový meč bude vytvořen na konci Souboje,
,ce12,Creates something really good… or a horrible curse,Vytvoří něco skvělého... nebo kletbu,
,ce13,Replaced by an Ethereal Blade,Nahrazena Věčným Mečem,
,ce14,Replaced by Blade Summoner,Nahrazena Vyvolávačem Mečů,
,ce15,Replaced with an Empty Cup,Nahrazen Prázným Kelímkem,
,ce16,Replaced by Illusory Blade,Nahrazena Imaginárním Mečem, WARNING: AUTO-TRANSLATION #####################################################
,ce17,Replaced by Illusory Duct Tape,Nahrazena Imaginární lepící páskou, WARNING: AUTO-TRANSLATION #####################################################
,ce18,Creates a brick in this row,Vytvoří cihlu v této řadě, WARNING: AUTO-TRANSLATION #####################################################
,ce19,Creates a Rocket in this column,Vytvoří Raketu v tomto sloupci, WARNING: AUTO-TRANSLATION #####################################################
Movement effects,me1,turns clockwise,otočí se po směru hodinových ručiček,
,me2,turns around,otočí se na druhou stranu,
,me3,turns counter-clockwise,otočí se proti směru hodinových ručiček,
,me4,moves forward until stopped,pohybuje se vpřed dokud nenarazí,
,me5,moves forward one space,pohne se o jedno pole vpřed,
,me6,moves up one space,pohne se o jedno pole nahoru,
Add Modifiers,,,,
,amApplied,From /x,Z /x,e.g. From Shield Spirit
,am1,All weapons get this effect applied,Všechny Zbraně dostanou tento efekt,
,am2,All shields get this effect applied,Všechny Štíty dostanou tento efekt,
,am3,All wands get this effect applied,Všechny Hůlky dostanou tento efekt,
,am4,All bows get this effect applied,Všechny Luky dostanou tento efekt,
,am5,All arrows get this effect applied,Všechny Šípy dostanou tento efekt,
,am6,The item between the wings gets this effect applied,The item between the wings gets this effect applied,
,am7,Weapons in this column get this effect applied this combat,Zbraně v tomto sloupci získají tento efekt v tomto boji, WARNING: AUTO-TRANSLATION #####################################################
,am8,Adjacent weapons get this effect applied,Tento efekt se aplikuje na přilehlé zbraně, WARNING: AUTO-TRANSLATION #####################################################
,am9,All armor gets this effect applied,Všechny zbroje mají tento efekt, WARNING: AUTO-TRANSLATION #####################################################
,am10,All manastones get this effect applied,Všechny manastone mají tento efekt aplikován, WARNING: AUTO-TRANSLATION #####################################################
item status effects,is1,This item is disabled,Tento předmět je vypnutý,
,is2,This item is a projectile,Tento předmět je projektil,
,is2b,Projectile,Projektil, WARNING: AUTO-TRANSLATION #####################################################
,is2bd,Projectile attacks do not cause damage from spikes,Projektilové útoky nezpůsobují poškození hroty, WARNING: AUTO-TRANSLATION #####################################################
,is3,This item is anchored,Tento předmět je ukotven,
,is3b,Anchored,Ukotvena, WARNING: AUTO-TRANSLATION #####################################################
,is3bd,Anchored items cannot be moved,Ukotvené položky nelze přesunout, WARNING: AUTO-TRANSLATION #####################################################
,is4,This item is enflamed,Tento předmět je zapálen,
,is5,Conductive,Vodivý,
